"mode","peel","Year","recruit_male"
"drop_survey",5,2003,567040.74271428
"drop_survey",5,2004,2182364.54796727
"drop_survey",5,2005,574649.97997522
"drop_survey",5,2006,477610.59260891
"drop_survey",5,2007,998093.8065672
"drop_survey",5,2008,1558934.99644498
"drop_survey",5,2009,168196.94479255
"drop_survey",5,2010,444607.84531566
"drop_survey",5,2011,125877.37851783
"drop_survey",5,2012,901413.81856674
"drop_survey",5,2013,1409916.05981286
"drop_survey",5,2014,4725189.58454995
"drop_survey",5,2015,8671044.3430412
"drop_survey",5,2016,523342.18320596
"drop_survey",5,2017,1545480.5920406
"drop_survey",5,2018,1914656.88230056
"drop_survey",5,2019,1846174.1096867
"drop_survey",5,2020,2505221.45060332
"drop_survey",6,1982,2320287.87773341
"drop_survey",6,1983,2307184.08403119
"drop_survey",6,1984,3885105.11785121
"drop_survey",6,1985,4534434.36468241
"drop_survey",6,1986,170904.58041106
"drop_survey",6,1987,1419679.77549295
"drop_survey",6,1988,526634.30272523
"drop_survey",6,1989,853528.00134924
"drop_survey",6,1990,3164479.23657894
"drop_survey",6,1991,4601458.09529472
"drop_survey",6,1992,107470.46935037
"drop_survey",6,1993,112150.03070292
"drop_survey",6,1994,444049.08681301
"drop_survey",6,1995,255921.11904931
"drop_survey",6,1996,354267.97708298
"drop_survey",6,1997,247931.98545722
"drop_survey",6,1998,486519.47166627
"drop_survey",6,1999,341405.72375355
"drop_survey",6,2000,34513.22839326
"drop_survey",6,2001,1432615.15213712
"drop_survey",6,2002,975131.50845271
"drop_survey",6,2003,543922.74203139
"drop_survey",6,2004,2059437.13807193
"drop_survey",6,2005,478557.39629713
"drop_survey",6,2006,450063.3691185
"drop_survey",6,2007,929886.9580594
"drop_survey",6,2008,1424276.12349855
"drop_survey",6,2009,155323.87954824
"drop_survey",6,2010,405463.04533984
"drop_survey",6,2011,120814.60642788
"drop_survey",6,2012,826129.12133072
"drop_survey",6,2013,1232607.62828944
"drop_survey",6,2014,4392201.08160132
"drop_survey",6,2015,7397188.11283659
"drop_survey",6,2016,425559.79184283
"drop_survey",6,2017,1241051.24958801
"drop_survey",6,2018,1756482.1814831
"drop_survey",6,2019,2130586.24280268
"drop_survey",7,1982,3042054.83356247
"drop_survey",7,1983,2067682.93745431
"drop_survey",7,1984,3932047.35558228
"drop_survey",7,1985,4461251.82897411
"drop_survey",7,1986,168138.0225038
"drop_survey",7,1987,1424871.19081069
"drop_survey",7,1988,505694.0469816
"drop_survey",7,1989,853230.65394359
"drop_survey",7,1990,3145379.70005108
"drop_survey",7,1991,4536354.83373934
"drop_survey",7,1992,108268.00863677
"drop_survey",7,1993,111183.47112141
"drop_survey",7,1994,434884.68299913
"drop_survey",7,1995,264933.6696675
"drop_survey",7,1996,343167.19213226
"drop_survey",7,1997,247943.52097719
"drop_survey",7,1998,477014.88429878
"drop_survey",7,1999,341033.62095669
"drop_survey",7,2000,35897.91906033
"drop_survey",7,2001,1417948.91065333
"drop_survey",7,2002,962173.12576632
"drop_survey",7,2003,539137.7474897
"drop_survey",7,2004,2016733.04887401
"drop_survey",7,2005,488232.20677096
"drop_survey",7,2006,452718.84193225
"drop_survey",7,2007,917708.13444538
"drop_survey",7,2008,1406447.85162845
"drop_survey",7,2009,151401.56378166
"drop_survey",7,2010,401527.76942615
"drop_survey",7,2011,129678.55945652
"drop_survey",7,2012,741907.93583942
"drop_survey",7,2013,1121187.85585089
"drop_survey",7,2014,4104151.09948352
"drop_survey",7,2015,6790965.14750472
"drop_survey",7,2016,792257.22544365
"drop_survey",7,2017,1367607.46852199
"drop_survey",7,2018,1998907.38024664
"drop_survey",8,1982,2215102.73185237
"drop_survey",8,1983,2223349.45767121
"drop_survey",8,1984,3792484.10871492
"drop_survey",8,1985,4332017.27014195
"drop_survey",8,1986,172958.40983561
"drop_survey",8,1987,1371184.53484414
"drop_survey",8,1988,499438.6194881
"drop_survey",8,1989,820652.88393692
"drop_survey",8,1990,3111933.91088388
"drop_survey",8,1991,4361497.13991519
"drop_survey",8,1992,112201.58480717
"drop_survey",8,1993,119156.75537119
"drop_survey",8,1994,417104.37796408
"drop_survey",8,1995,249800.63171422
"drop_survey",8,1996,348290.83430379
"drop_survey",8,1997,227864.34336797
"drop_survey",8,1998,486139.51635954
"drop_survey",8,1999,316484.09879878
"drop_survey",8,2000,34331.25224514
"drop_survey",8,2001,1424459.26377649
"drop_survey",8,2002,882408.46894921
"drop_survey",8,2003,583153.56897001
"drop_survey",8,2004,1982244.88523197
"drop_survey",8,2005,431459.04534439
"drop_survey",8,2006,452181.36559691
"drop_survey",8,2007,892983.58719
"drop_survey",8,2008,1345888.67541213
"drop_survey",8,2009,147770.78644889
"drop_survey",8,2010,391249.80146925
